siteID,labno,dateOn,dateOff,yrmonth,ph,Conduc,flagCa,Ca,flagMg,Mg,flagK,K,flagNa,Na,flagNH4,NH4,flagNO3,NO3,flagCl,Cl,flagSO4,SO4,flagBr,Br,svol,ppt,subppt,valcode,invalcode,modifiedOn
NH02,NK7694OW,"1992-04-07 12:30","1992-04-14 12:40",199204,4.170,35.300," ",.090," ",.011," ",.008," ",.040," ",.460," ",2.190," ",.080," ",3.150,0,-9,1378.900,22.860,22.860,"w ","            ",1992-09-17
NH02,NK7791OW,"1992-04-14 12:40","1992-04-21 12:30",199204,4.930,6.600," ",.040," ",.003,<,.003," ",.017," ",.030," ",.840,<,.030," ",.240,0,-9,1689.100,28.450,28.450,"w ","            ",1992-09-17
NH02,NK8067OW,"1992-04-21 12:30","1992-04-28 12:35",199204,4.180,38.700," ",.080," ",.038," ",.013," ",.214," ",.480," ",2.640," ",.360," ",3.690,0,-9,1789.800,26.670,26.670,"w ","            ",1992-09-17
NH02,NK8259OW,"1992-04-28 12:35","1992-05-05 12:40",199205,4.490,20.900," ",.200," ",.021," ",.013," ",.044," ",.470," ",1.910," ",.080," ",2.220,0,-9,1159.600,17.530,17.530,"w ","            ",1992-09-17
NH02,NK8427OW,"1992-05-05 12:40","1992-05-12 12:45",199205,7.100,25.300," ",.110," ",.024," ",.073," ",.710," ",1.450," ",2.320," ",.420," ",2.840,0,-9,28.200,1.020,1.020,wa,"            ",1992-10-08
NH02,NK8691OW,"1992-05-12 12:45","1992-05-19 12:50",199205,5.260,13.500," ",.360," ",.045," ",.038," ",.356," ",.330," ",1.720," ",.400," ",1.980,0,-9,268.300,4.320,4.320,"w ","            ",1992-10-08
NH02,NK8948OW,"1992-05-19 12:50","1992-05-26 12:35",199205,4.820,32.600," ",.370," ",.033," ",.059," ",.386," ",1.130," ",4.040," ",.260," ",5.920,0,-9,73.300,1.270,1.270,"w ","            ",1992-10-08
NH02,NK9149OW,"1992-05-26 12:35","1992-06-02 12:30",199205,4.750,11.300," ",.030," ",.024," ",.010," ",.216," ",.060," ",.760," ",.340," ",.840,0,-9,2583.200,38.350,38.350,"w ","            ",1992-10-08
NH02,NK9255OW,"1992-06-02 12:30","1992-06-09 12:25",199206,4.980,6.500," ",.010," ",.004," ",.005," ",.039," ",.040," ",.310," ",.070," ",.570,0,-9,1339.900,20.070,20.070,"w ","            ",1992-12-02
NH02,NK9329OW,"1992-06-09 12:25","1992-06-16 12:25",199206,-9.000,-9.000,<,-9.000,<,-9.000,<,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,<,-9.000,0,-9,.000,-7.000,.127,"t ","            ",1992-12-02
NH02,NK9764OW,"1992-06-16 12:25","1992-06-23 12:20",199206,4.180,34.100," ",.050," ",.012," ",.070," ",.071," ",.370," ",2.030," ",.120," ",3.150,0,-9,1019.800,14.990,14.990,"w ","            ",1992-12-02
NH02,NK9880OW,"1992-06-23 12:20","1992-06-30 12:25",199206,4.160,35.800," ",.070," ",.007," ",.027," ",.042," ",.370," ",2.510," ",.090," ",3.220,0,-9,913.800,13.970,13.970,"w ","            ",1992-12-02
NH02,NL0192OW,"1992-06-30 12:25","1992-07-07 12:25",199207,4.380,20.900," ",.060," ",.011," ",.020," ",.030," ",.190," ",1.300," ",.060," ",1.750,0,-9,3031.500,46.740,46.740,"w ","            ",1993-01-13
NH02,NL0323OW,"1992-07-07 12:25","1992-07-14 12:30",199207,4.280,28.400," ",.050," ",.004," ",.014," ",.016," ",.350," ",1.650," ",.060," ",2.560,0,-9,2759.500,40.890,40.890,"w ","            ",1993-01-13
NH02,NL0692OW,"1992-07-14 12:30","1992-07-21 12:30",199207,4.460,17.100," ",.010,<,.003,<,.003," ",.025," ",.100," ",.870," ",.050," ",1.480,0,-9,3416.400,52.320,52.320,"w ","            ",1993-01-13
NH02,NL0788OW,"1992-07-21 12:30","1992-07-28 12:50",199207,4.030,52.100," ",.130," ",.038," ",.015," ",.127," ",.360," ",2.650," ",.090," ",6.320,0,-9,218.000,3.810,3.810,"w ","            ",1993-01-13
NH02,NL1189OW,"1992-07-28 12:50","1992-08-04 12:20",199207,4.360,23.200," ",.060," ",.005," ",.016," ",.032," ",.220," ",1.450," ",.060," ",2.120,0,-9,2079.000,31.500,31.500,"w ","            ",1993-01-13
NH02,NL1223OW,"1992-08-04 12:20","1992-08-11 12:25",199208,4.110,38.400," ",.030," ",.003," ",.017," ",.018," ",.270," ",1.440," ",.070," ",3.550,0,-9,4419.700,66.550,66.550,"w ","            ",1993-01-13
NH02,NL1464OW,"1992-08-11 12:25","1992-08-18 13:30",199208,4.060,42.900," ",.050," ",.013," ",.015," ",.051," ",.190," ",3.190," ",.160," ",3.160,0,-9,1460.500,22.100,22.100,"w ","            ",1993-01-13
NH02,NL1637OW,"1992-08-18 13:30","1992-08-25 12:50",199208,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,25.100,.510,.510,"  ","c           ",1993-01-13
NH02,NL1921OW,"1992-08-25 12:50","1992-09-01 12:40",199208,4.400,21.300," ",.040," ",.022," ",.013," ",.137," ",.190," ",.890," ",.230," ",2.060,0,-9,2830.800,42.420,42.420,"w ","            ",1993-02-05
NH02,NL2074OW,"1992-09-01 12:40","1992-09-08 12:45",199209,4.400,16.300," ",.010,<,.003,<,.003," ",.017," ",.070," ",.760," ",.040," ",1.360,0,-9,3264.000,47.750,47.750,"w ","            ",1993-02-05
NH02,NL2365OW,"1992-09-08 12:50","1992-09-15 12:40",199209,4.440,20.900," ",.020," ",.006," ",.006," ",.038," ",.160," ",1.420," ",.070," ",1.810,0,-9,882.600,13.210,13.210,"w ","            ",1993-02-05
NH02,NL2605OW,"1992-09-15 12:40","1992-09-22 13:35",199209,4.510,16.000," ",.020," ",.006," ",.005," ",.030," ",.090," ",.610," ",.040," ",1.540,0,-9,1078.900,16.510,16.510,"w ","            ",1993-02-05
NH02,NL2739OW,"1992-09-22 13:35","1992-09-29 12:25",199209,4.880,8.500," ",.060," ",.010," ",.009," ",.087," ",.060," ",.590," ",.110," ",.770,0,-9,2466.300,38.100,38.100,"w ","            ",1993-02-05
NH02,NL3012OW,"1992-09-29 12:25","1992-10-06 12:50",199210,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,3.000,-9.990,.044,"t ","            ",1993-03-16
NH02,NL3189OW,"1992-10-06 12:50","1992-10-13 12:30",199210,4.460,20.500," ",.060," ",.071," ",.031," ",.566," ",.210," ",1.410," ",.960," ",1.490,0,-9,1880.800,28.450,28.450,"w ","            ",1993-03-16
NH02,NL3417OW,"1992-10-13 12:30","1992-10-20 12:45",199210,3.900,61.300," ",.140," ",.023," ",.031," ",.054," ",.490," ",5.060," ",.190," ",4.030,0,-9,933.300,-9.990,13.747,"w ","            ",1993-03-16
NH02,NL3582OW,"1992-10-20 12:45","1992-10-27 13:20",199210,4.380,22.900," ",.050," ",.014," ",.013," ",.042," ",.260," ",1.950," ",.090," ",1.790,0,-9,1030.000,-9.990,15.171,"w ","            ",1993-03-16
NH02,NL3812OW,"1992-10-27 13:20","1992-11-03 17:40",199210,5.050,4.600," ",.030," ",.005,<,.003," ",.012,<,.020," ",.340,<,.030," ",.410,0,-9,1482.600,22.860,22.860,"w ","            ",1993-04-12
NH02,NL4147OW,"1992-11-03 17:40","1992-11-10 13:40",199211,4.690,10.700," ",.030," ",.003,<,.003," ",.016," ",.110," ",1.050," ",.040," ",.670,0,-9,643.400,10.670,10.670,"w ","            ",1993-04-12
NH02,NL4291OW,"1992-11-10 13:40","1992-11-17 18:25",199211,4.420,20.100," ",.020," ",.016," ",.014," ",.137," ",.120," ",1.210," ",.220," ",1.460,0,-9,2928.000,45.470,45.470,"w ","            ",1993-04-12
NH02,NL4441OW,"1992-11-17 18:25","1992-11-24 13:35",199211,4.540,13.900,<,.010," ",.005," ",.006," ",.042," ",.040," ",.800," ",.070," ",.970,0,-9,2646.600,40.890,40.890,"w ","            ",1993-04-12
NH02,NL4744OW,"1992-11-24 13:35","1992-12-01 13:40",199211,4.670,10.100," ",.010,<,.003," ",.006," ",.022," ",.030," ",.600," ",.050," ",.680,0,-9,1948.000,32.000,32.000,"w ","            ",1993-05-17
NH02,NL4985OW,"1992-12-01 13:40","1992-12-08 13:50",199212,4.410,24.100," ",.160," ",.003," ",.026," ",.219," ",.320," ",3.140," ",.260," ",1.440,0,-9,105.300,3.050,3.050,"w ","            ",1993-05-17
NH02,NL5227OW,"1992-12-08 13:50","1992-12-15 13:35",199212,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.100,-7.000,.127,"t ","            ",1993-05-17
NH02,NL5485OW,"1992-12-15 13:35","1992-12-22 13:40",199212,4.390,22.300," ",.010," ",.007," ",.006," ",.067," ",.100," ",1.350," ",.080," ",1.310,0,-9,1481.700,22.350,22.350,"w ","            ",1993-05-17
NH02,NL5874OW,"1992-12-22 13:40","1992-12-29 14:10",199212,4.120,43.200," ",.130," ",.042," ",.026," ",.313," ",.450," ",4.460," ",.610," ",2.800,0,-9,301.900,5.840,5.840,"w ","            ",1993-06-10
NH02,NL5922OW,"1992-12-29 14:10","1993-01-05 16:50",199301,4.500,15.100," ",.010," ",.012," ",.004," ",.097," ",.040," ",1.090," ",.130," ",.920,0,-9,2275.900,39.120,39.120,"w ","            ",1993-06-10
NH02,NL6238OW,"1993-01-05 16:50","1993-01-12 14:05",199301,5.180,5.100," ",.010," ",.005,<,.003," ",.019,<,.020," ",.520," ",.040," ",.640,0,-9,326.600,5.080,5.080,"w ","            ",1993-06-10
NH02,NL6364OW,"1993-01-12 14:05","1993-01-19 13:20",199301,4.900,8.300," ",.030," ",.009,<,.003," ",.033," ",.040," ",1.160," ",.050," ",.560,0,-9,1191.400,22.100,22.100,"w ","            ",1993-06-10
NH02,NL6824OW,"1993-01-19 13:20","1993-01-26 13:40",199301,4.590,14.400," ",.020," ",.012," ",.006," ",.092," ",.110," ",1.190," ",.140," ",1.050,0,-9,1967.700,29.210,29.210,"w ","            ",1993-07-14
NH02,NL6989OW,"1993-01-26 13:40","1993-02-02 14:20",199301,4.400,18.400," ",.050," ",.012," ",.004," ",.048," ",.160," ",2.450," ",.120," ",.630,0,-9,1110.600,19.560,19.560,"w ","            ",1993-07-14
NH02,NL7180OW,"1993-02-02 14:20","1993-02-09 13:40",199302,4.550,22.800," ",.130," ",.026," ",.030," ",.129," ",.610," ",5.200," ",.220," ",1.380,0,-9,68.600,2.540,2.540,"w ","            ",1993-07-14
NH02,NL7348OW,"1993-02-09 13:40","1993-02-16 13:35",199302,5.460,2.600," ",.010," ",.006," ",.003," ",.045,<,.020," ",.190," ",.120," ",.190,0,-9,1124.800,19.050,19.050,"w ","            ",1993-07-14
NH02,NL7541OW,"1993-02-16 13:35","1993-02-21 22:15",199302,4.780,7.900,<,.010," ",.003,<,.003," ",.040,<,.020," ",.900," ",.070," ",.210,0,-9,1376.200,23.880,23.880,"w ","            ",1993-07-14
NH02,NL7512OW,"1993-02-21 22:15","1993-02-23 13:45",199302,4.470,16.400," ",.030," ",.006," ",.005," ",.064," ",.040," ",1.540," ",.120," ",.830,0,-9,422.200,8.380,8.380,"w ","            ",1993-07-14
NH02,NL8013OW,"1993-02-23 13:45","1993-03-02 13:35",199302,4.130,38.900," ",.080," ",.037," ",.009," ",.148," ",.190," ",5.950," ",.320," ",1.240,0,-9,149.500,3.050,3.050,"w ","            ",1993-08-09
NH02,NL8195OW,"1993-03-02 13:35","1993-03-09 15:50",199303,4.000,49.700," ",.050," ",.020," ",.011," ",.159," ",.220," ",6.040," ",.300," ",1.850,0,-9,484.900,9.140,9.140,"w ","            ",1993-08-09
NH02,NL8431OW,"1993-03-09 15:50","1993-03-13 21:00",199303,4.560,16.200," ",.030," ",.013," ",.006," ",.062," ",.050," ",2.340," ",.140," ",.610,0,-9,638.500,13.460,13.460,"w ","            ",1993-08-09
NH02,NL8452OW,"1993-03-13 21:00","1993-03-16 13:50",199303,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,1319.500,24.890,24.890,"  ","u           ",1993-08-09
NH02,NL8553OW,"1993-03-16 13:50","1993-03-23 13:35",199303,4.290,23.100," ",.020," ",.008,<,.003," ",.072,<,.020," ",2.170," ",.130," ",1.090,0,-9,1026.200,16.760,16.760,"w ","            ",1993-08-09
NH02,NL8941OW,"1993-03-23 13:35","1993-03-30 16:45",199303,4.740,8.500," ",.030," ",.006," ",.003," ",.023," ",.030," ",1.000," ",.050," ",.350,0,-9,1694.800,25.910,25.910,"w ","            ",1993-09-14
NH02,NL9139OW,"1993-03-30 16:45","1993-04-06 13:20",199304,4.780,7.700," ",.040," ",.007,<,.003," ",.032," ",.040," ",.600," ",.070," ",.560,0,-9,710.700,12.190,12.190,"w ","            ",1993-09-14
NH02,NL9216OW,"1993-04-06 13:20","1993-04-13 12:35",199304,5.090,5.800," ",.030," ",.027," ",.006," ",.218,<,.020," ",.310," ",.360," ",.400,0,-9,1493.100,24.380,24.380,"w ","            ",1993-09-14
NH02,NL9721OW,"1993-04-13 12:35","1993-04-20 12:45",199304,4.540,17.300," ",.060," ",.044," ",.020," ",.333," ",.140," ",.640," ",.570," ",1.650,0,-9,2131.900,33.020,33.020,"w ","            ",1993-09-14
NH02,NL9948OW,"1993-04-20 12:45","1993-04-27 12:25",199304,4.670,12.400," ",.080," ",.020," ",.023," ",.110," ",.190," ",1.280," ",.130," ",1.090,0,-9,2062.800,32.770,32.770,"w ","            ",1993-10-11
NH02,NL9883OW,"1993-04-27 12:25","1993-05-04 12:35",199304,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,<,-9.000,0,-9,.000,.000,.000,"d ","            ",1993-10-11
NH02,NM0493OW,"1993-05-04 12:35","1993-05-11 12:45",199305,4.770,13.100," ",.070," ",.023," ",.028," ",.130," ",.140," ",1.580," ",.150," ",1.440,0,-9,370.300,5.840,5.840,"w ","            ",1993-10-11
NH02,NM0523OW,"1993-05-11 12:45","1993-05-18 12:35",199305,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,1097.100,14.990,14.990,"  ","c           ",1993-10-11
NH02,NM0578OW,"1993-05-18 12:35","1993-05-25 12:50",199305,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,717.800,11.680,11.680,"  ","c           ",1993-10-11
NH02,NM1073OW,"1993-05-25 12:50","1993-06-01 17:20",199305,4.580,14.400," ",.030," ",.013," ",.008," ",.040," ",.170," ",1.210," ",.070," ",1.270,0,-9,2021.800,30.480,30.480,"w ","            ",1993-11-12
NH02,NM1188OW,"1993-06-01 17:20","1993-06-08 12:30",199306,4.490,16.100," ",.050," ",.009," ",.026," ",.034," ",.070," ",1.220," ",.080," ",1.220,0,-9,872.500,14.220,14.220,"w ","            ",1993-11-12
NH02,NM1593OW,"1993-06-08 12:30","1993-06-15 12:25",199306,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,166.900,2.540,2.540,"  ","c           ",1993-11-12
NH02,NM1809OW,"1993-06-15 12:25","1993-06-22 12:30",199306,4.210,33.100," ",.070," ",.021," ",.102," ",.051," ",.370," ",2.270," ",.140," ",2.920,0,-9,1333.100,21.340,21.340,"w ","            ",1993-11-12
NH02,NM1695OW,"1993-06-22 12:30","1993-06-29 14:30",199306,4.340,23.500," ",.080," ",.019," ",.043," ",.028," ",.240," ",1.070," ",.080," ",2.560,0,-9,955.900,14.220,14.220,"w ","            ",1993-11-12
NH02,NM2113OW,"1993-06-29 14:30","1993-07-06 12:50",199307,4.230,30.000," ",.050," ",.017," ",.017," ",.073," ",.170," ",1.710," ",.150," ",3.080,0,-9,323.300,5.590,5.590,"w ","            ",1993-12-10
NH02,NM2309OW,"1993-07-06 12:50","1993-07-13 12:30",199307,4.440,22.200," ",.110," ",.018," ",.045," ",.048," ",.330," ",1.910," ",.120," ",1.840,0,-9,443.600,6.350,6.350,"w ","            ",1993-12-10
NH02,NM2632OW,"1993-07-13 12:30","1993-07-20 12:15",199307,4.860,13.700," ",.350," ",.049," ",.055," ",.129," ",.320," ",1.170," ",.120," ",2.190,0,-9,328.000,5.080,5.080,"w ","            ",1993-12-10
NH02,NM2796OW,"1993-07-20 12:15","1993-07-27 20:40",199307,4.230,32.900," ",.070," ",.020," ",.014," ",.069," ",.280," ",1.770," ",.110," ",3.670,0,-9,2114.200,33.020,33.020,"w ","            ",1993-12-10
NH02,NM3075OW,"1993-07-27 20:40","1993-08-03 12:45",199307,4.260,28.800," ",.050," ",.012," ",.012," ",.034," ",.200," ",1.780," ",.080," ",2.410,0,-9,3200.900,48.510,48.510,"w ","            ",1993-12-10
NH02,NM3305OW,"1993-08-03 12:45","1993-08-10 12:40",199308,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,213.700,3.300,3.300,"  ","c           ",1994-01-04
NH02,NM3749OW,"1993-08-10 12:40","1993-08-17 12:50",199308,4.090,45.500," ",.080," ",.036," ",.028," ",.199," ",.360," ",3.560," ",.280," ",4.360,0,-9,290.700,4.060,4.060,"w ","            ",1994-01-04
NH02,NM3725OW,"1993-08-17 12:50","1993-08-24 12:20",199308,4.150,35.700," ",.010,<,.003," ",.007," ",.015," ",.340," ",1.400," ",.050," ",3.590,0,-9,2285.000,35.050,35.050,"w ","            ",1994-01-04
NH02,NM3956OW,"1993-08-24 12:20","1993-08-31 12:50",199308,4.210,32.800," ",.060," ",.014," ",.037," ",.079," ",.290," ",1.490," ",.140," ",3.290,0,-9,2142.700,31.750,31.750,"w ","            ",1994-01-04
NH02,NM4002OW,"1993-08-31 12:50","1993-09-07 12:30",199309,4.230,31.400," ",.050," ",.010," ",.013," ",.039," ",.250," ",1.710," ",.090," ",2.660,0,-9,1657.000,24.890,24.890,"w ","            ",1994-01-04
NH02,NM4461OW,"1993-09-07 12:30","1993-09-14 12:20",199309,4.000,47.400," ",.040," ",.010," ",.013," ",.058," ",.280," ",1.930," ",.080," ",4.500,0,-9,832.800,12.700,12.700,"w ","            ",1994-02-10
NH02,NM4748OW,"1993-09-14 12:20","1993-09-21 14:15",199309,4.770,9.700," ",.020," ",.009,<,.003," ",.080," ",.050," ",.530," ",.090," ",.960,0,-9,1059.400,16.260,16.260,"w ","            ",1994-02-10
NH02,NM4998OW,"1993-09-21 14:15","1993-09-28 12:40",199309,4.330,22.800," ",.020," ",.003," ",.004," ",.034," ",.170," ",1.130," ",.070," ",2.020,0,-9,3431.900,52.320,52.320,"w ","            ",1994-02-10
NH02,NM5219OW,"1993-09-28 12:40","1993-10-05 13:05",199310,4.420,20.100," ",.120," ",.020," ",.008," ",.057," ",.230," ",1.700," ",.080," ",1.480,0,-9,1702.100,25.650,25.650,"w ","            ",1994-02-10
NH02,NM5539OW,"1993-10-05 13:05","1993-10-12 12:25",199310,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,432.900,6.600,6.600,"  ","c           ",1994-03-17
NH02,NM5629OW,"1993-10-12 12:25","1993-10-19 12:45",199310,4.790,8.800," ",.010," ",.007," ",.006," ",.084," ",.080," ",.630," ",.110," ",.690,0,-9,1356.200,20.320,20.320,"w ","            ",1994-03-17
NH02,NM5891OW,"1993-10-19 12:45","1993-10-26 13:05",199310,4.630,11.400," ",.010," ",.003," ",.004," ",.031," ",.050," ",.560," ",.060," ",.970,0,-9,1312.400,20.570,20.570,"w ","            ",1994-03-17
NH02,NM6161OW,"1993-10-26 13:05","1993-11-02 13:40",199310,5.000,5.600," ",.020," ",.003," ",.004," ",.066," ",.060," ",.500," ",.100," ",.440,0,-9,1828.900,-9.990,26.939,"w ","            ",1994-03-17
NH02,NM6323OW,"1993-11-02 13:40","1993-11-09 13:40",199311,4.150,34.200," ",.030," ",.007," ",.009," ",.039," ",.210," ",2.650," ",.120," ",2.200,0,-9,1391.800,21.340,21.340,"w ","            ",1994-04-12
NH02,NM6378OW,"1993-11-09 13:40","1993-11-16 13:15",199311,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,721.100,11.680,11.680,"  ","c           ",1994-04-12
NH02,NM6923OW,"1993-11-16 13:15","1993-11-23 13:30",199311,4.470,18.000," ",.020," ",.032," ",.014," ",.274," ",.050," ",1.230," ",.460," ",1.080,0,-9,1668.700,26.670,26.670,"w ","            ",1994-04-12
NH02,NM7119OW,"1993-11-23 13:30","1993-11-30 13:40",199311,5.090,12.900," ",.060," ",.160," ",.053," ",1.330," ",.020," ",.240," ",2.190," ",.660,0,-9,4243.300,62.990,62.990,"w ","            ",1994-04-12
NH02,NM7274OW,"1993-11-30 13:40","1993-12-07 13:40",199312,4.480,15.200," ",.020," ",.007," ",.004," ",.077," ",.100," ",1.630," ",.110," ",.720,0,-9,1970.000,28.960,28.960,"w ","            ",1994-04-12
NH02,NM7441OW,"1993-12-07 13:40","1993-12-14 13:40",199312,4.140,39.200," ",.070," ",.040," ",.030," ",.294," ",.460," ",4.130," ",.370," ",2.410,0,-9,1233.100,21.840,21.840,"w ","            ",1994-05-13
NH02,NM7670OW,"1993-12-14 13:40","1993-12-21 20:50",199312,4.670,9.700,<,.010," ",.004,<,.003," ",.014,<,.020," ",.720," ",.060," ",.620,0,-9,1090.800,16.510,16.510,"w ","            ",1994-05-13
NH02,NM7829OW,"1993-12-21 20:50","1993-12-28 13:50",199312,4.530,15.400," ",.050," ",.016," ",.011," ",.069," ",.060," ",1.980," ",.120," ",.700,0,-9,461.500,8.890,8.890,"w ","            ",1994-05-13
NH02,NM7991OW,"1993-12-28 13:50","1994-01-04 21:05",199312,4.910,6.600," ",.010," ",.011," ",.008," ",.126,<,.020," ",.670," ",.200," ",.260,0,-9,940.000,16.510,16.510,"w ","            ",1994-05-13
NH02,NN0299SW,"1994-01-04 21:05","1994-01-11 13:35",199401,-9.000,-9.000," ",-9.000," ",-9.000,<,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,1367.300,23.370,23.370,"  ","u           ",1994-08-09
NH02,NN0446SW,"1994-01-11 13:35","1994-01-18 13:30",199401,4.630,9.000," ",.010,<,.003,<,.003," ",.058," ",.020," ",1.100," ",.100," ",.150,0,-9,1991.900,39.120,39.120,"w ","            ",1994-08-09
NH02,NN0591SW,"1994-01-18 13:30","1994-01-25 13:50",199401,4.000,42.800," ",.070," ",.008," ",.008," ",.072," ",.160," ",5.010," ",.280," ",1.030,0,-9,292.500,6.100,6.100,"w ","            ",1994-08-09
NH02,NN0920SW,"1994-01-25 13:50","1994-02-01 13:50",199401,4.870,5.100,<,.010,<,.003,<,.003," ",.025,<,.020," ",.190," ",.040," ",.340,0,-9,3364.600,49.280,49.280,"w ","            ",1994-08-09
NH02,NN0940SW,"1994-02-01 13:50","1994-02-08 13:50",199402,4.120,34.600," ",.320," ",.042," ",.025," ",.791,<,.080," ",4.960," ",1.350," ",.670,0,-9,28.500,.510,.510,wa,"            ",1994-08-09
NH02,NN1196SW,"1994-02-08 13:50","1994-02-15 13:50",199402,4.680,11.100," ",.050," ",.015," ",.004," ",.103," ",.060," ",1.100," ",.100," ",.520,0,-9,937.000,16.260,16.260,"w ","            ",1994-08-09
NH02,NN1428SW,"1994-02-15 13:50","1994-02-22 13:30",199402,3.950,49.700," ",.090," ",.018," ",.004," ",.229," ",.070," ",7.000," ",.450," ",.330,0,-9,171.500,3.560,3.560,"w ","            ",1994-09-16
NH02,NN1762SW,"1994-02-22 13:30","1994-03-01 13:20",199402,5.280,3.300," ",.030,<,.003,<,.003," ",.031," ",.040," ",.210," ",.040," ",.130,0,-9,1054.400,16.760,16.760,"w ","            ",1994-09-16
NH02,NN1965SW,"1994-03-01 13:20","1994-03-08 14:00",199403,4.480,15.900," ",.020," ",.007," ",.005," ",.076," ",.180," ",1.200," ",.090," ",1.180,0,-9,1610.100,28.960,28.960,"w ","            ",1994-09-16
NH02,NN2873SW,"1994-03-08 14:00","1994-03-15 13:50",199403,4.910,6.100," ",.020," ",.003,<,.003," ",.014," ",.060," ",.520,<,.030," ",.290,0,-9,2568.100,38.610,38.610,"w ","            ",1994-10-13
NH02,NN2173SW,"1994-03-15 13:50","1994-03-22 20:05",199403,4.510,17.000," ",.020," ",.005,<,.003," ",.041," ",.160," ",1.390," ",.070," ",.900,0,-9,2740.100,40.640,40.640,"w ","            ",1994-09-16
NH02,NN2569SW,"1994-03-22 20:05","1994-03-29 13:45",199403,4.770,8.500," ",.020,<,.003,<,.003," ",.021," ",.060," ",.610," ",.040," ",.570,0,-9,1023.700,15.750,15.750,"w ","            ",1994-10-13
NH02,NN2947SW,"1994-03-29 13:45","1994-04-05 12:55",199404,4.070,48.400," ",.150," ",.024," ",.021," ",.089," ",.850," ",3.420," ",.190," ",4.270,0,-9,181.200,2.540,2.540,"w ","            ",1994-10-13
NH02,NN2891SW,"1994-04-05 12:55","1994-04-12 13:20",199404,4.030,48.900," ",.140," ",.019," ",.011," ",.057," ",.540," ",3.620," ",.140," ",3.780,0,-9,2335.800,36.320,36.320,"w ","            ",1994-10-13
NH02,NN3098SW,"1994-04-12 13:20","1994-04-19 12:35",199404,4.580,14.600," ",.040," ",.014," ",.014," ",.083," ",.180," ",.850," ",.150," ",1.150,0,-9,2493.100,38.350,38.350,"w ","            ",1994-10-13
NH02,NN3422SW,"1994-04-19 12:35","1994-04-26 15:40",199404,4.410,25.300," ",.120," ",.025," ",.014," ",.033," ",.630," ",1.830," ",.060," ",2.610,0,-9,1448.600,21.590,21.590,"w ","            ",1994-11-09
NH02,NN3698SW,"1994-04-26 15:40","1994-05-03 12:40",199404,4.080,46.800," ",.180," ",.030," ",.033," ",.065," ",.660," ",3.270," ",.130," ",4.190,0,-9,1243.200,19.300,19.300,"w ","            ",1994-11-09
NH02,NN4038SW,"1994-05-03 12:40","1994-05-10 13:00",199405,4.700,11.200," ",.080," ",.012," ",.014," ",.019," ",.160," ",.870," ",.040," ",.930,0,-9,1310.300,19.300,19.300,"w ","            ",1994-11-09
NH02,NN4047SW,"1994-05-10 13:00","1994-05-17 12:45",199405,4.280,29.200," ",.150," ",.031," ",.017," ",.042," ",.340," ",2.500," ",.090," ",2.180,0,-9,1873.200,30.480,30.480,"w ","            ",1994-11-09
NH02,NN4302SW,"1994-05-17 12:45","1994-05-24 13:40",199405,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,-9.000,-7.000,.127,"t ","            ",1994-11-14
NH02,NN4359SW,"1994-05-24 13:40","1994-05-31 12:55",199405,4.060,45.400," ",.150," ",.027," ",.022," ",.023," ",.550," ",3.300," ",.080," ",3.820,0,-9,1461.000,22.860,22.860,"w ","            ",1994-11-14
NH02,NN4585SW,"1994-05-31 12:55","1994-06-07 12:30",199406,4.110,43.300," ",.240," ",.053," ",.151," ",.078," ",.510," ",2.780," ",.150," ",3.990,0,-9,723.800,10.160,10.160,"w ","            ",1994-11-14
