siteID,labno,dateOn,dateOff,yrmonth,ph,Conduc,flagCa,Ca,flagMg,Mg,flagK,K,flagNa,Na,flagNH4,NH4,flagNO3,NO3,flagCl,Cl,flagSO4,SO4,flagBr,Br,svol,ppt,subppt,valcode,invalcode,modifiedOn
NH02,NQ0886SW,"1996-11-19 13:50","1996-11-26 18:50",199611,4.450,17.700," ",.080," ",.005," ",.004," ",.059," ",.120," ",1.250," ",.110," ",1.200,0,-9,1720.400,25.400,25.400,"w ","            ",1997-03-31
NH02,NQ1045SW,"1996-11-26 18:50","1996-12-03 14:00",199611,4.760,9.400," ",.010," ",.017," ",.006," ",.171," ",.080," ",.440," ",.260," ",.650,0,-9,5840.400,88.900,88.900,"w ","            ",1997-03-31
NH02,NQ1292SW,"1996-12-03 14:00","1996-12-10 14:15",199612,4.990,5.200," ",.020,<,.003,<,.003," ",.023,<,.020," ",.500," ",.050," ",.150,0,-9,2600.500,41.660,41.660,"w ","            ",1997-06-19
NH02,NQ1536SW,"1996-12-10 14:15","1996-12-17 16:45",199612,4.700,9.400,<,.010," ",.003," ",.005," ",.045,<,.020," ",.570," ",.090," ",.580,0,-9,501.100,10.160,10.160,"w ","            ",1997-06-19
NH02,NQ1585SW,"1996-12-17 16:45","1996-12-23 20:50",199612,4.420,18.400," ",.040," ",.006," ",.005," ",.035," ",.050," ",1.950," ",.070," ",.720,0,-9,769.700,15.750,15.750,"w ","            ",1997-06-19
NH02,NQ1770SW,"1996-12-23 20:50","1996-12-30 13:55",199612,4.250,30.500," ",.040," ",.011," ",.010," ",.102," ",.250," ",2.280," ",.220," ",1.810,0,-9,2581.300,39.120,39.120,"w ","            ",1997-06-19
NH02,NQ2165SW,"1996-12-30 13:55","1997-01-07 13:40",199701,4.300,24.700," ",.060," ",.005," ",.009," ",.032," ",.140," ",2.080," ",.080," ",1.500,0,-9,1023.500,18.290,18.290,"w ","            ",1997-06-19
NH02,NQ2336SW,"1997-01-07 13:40","1997-01-14 14:05",199701,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,<,-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,1195.800,20.570,20.570,"  ","u           ",1997-06-19
NH02,NQ2531SW,"1997-01-14 14:05","1997-01-21 13:45",199701,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,1.100,22.860,22.860,"  ","v           ",1997-06-19
NH02,NQ2658SW,"1997-01-21 13:45","1997-01-28 19:40",199701,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,53.500,49.530,49.530,"  ","c           ",1997-06-19
NH02,NQ2904SW,"1997-01-28 19:40","1997-02-04 13:40",199701,4.210,29.400," ",.020," ",.004," ",.010," ",.035," ",.130," ",3.020," ",.150," ",1.160,0,-9,511.000,12.190,12.190,"w ","            ",1997-06-19
NH02,NQ3120SW,"1997-02-04 13:40","1997-02-11 14:00",199702,5.100,4.600,<,.010," ",.007,<,.003," ",.074,<,.020," ",.310," ",.120," ",.190,0,-9,1613.900,23.370,23.370,"w ","            ",1997-07-17
NH02,NQ3287SW,"1997-02-11 14:00","1997-02-18 14:30",199702,4.860,7.400," ",.020," ",.005," ",.004," ",.095," ",.030," ",.740," ",.180," ",.190,0,-9,1005.400,18.030,18.030,"w ","            ",1997-07-17
NH02,NQ3566SW,"1997-02-18 14:30","1997-02-25 14:00",199702,4.140,40.100," ",.200," ",.035," ",.049," ",.159," ",.390," ",3.450," ",.280," ",2.860,0,-9,405.500,6.100,6.100,"w ","            ",1997-07-17
NH02,NQ3731SW,"1997-02-25 14:00","1997-03-04 13:35",199702,4.260,27.700," ",.040," ",.009," ",.014," ",.078," ",.190," ",1.800," ",.160," ",1.980,0,-9,1416.700,21.590,21.590,"w ","            ",1997-07-17
NH02,NQ3921SW,"1997-03-04 13:35","1997-03-10 14:00",199703,4.390,19.000," ",.020," ",.007," ",.004," ",.062," ",.090," ",1.760," ",.120," ",.800,0,-9,2708.000,42.670,42.670,"w ","            ",1997-08-05
NH02,NQ3937SW,"1997-03-10 14:00","1997-03-11 13:40",199703,4.600,14.200," ",.060," ",.016," ",.016," ",.166," ",.070," ",1.630," ",.260," ",.940,0,-9,29.400,.508,.508,wa,"            ",2002-06-10
NH02,NQ4138SW,"1997-03-11 13:40","1997-03-18 14:25",199703,4.600,11.700," ",.030," ",.004," ",.004," ",.042," ",.060," ",.950," ",.090," ",.640,0,-9,1782.900,26.670,26.670,"w ","            ",1997-08-05
NH02,NQ4329SW,"1997-03-18 14:25","1997-03-25 13:30",199703,4.220,34.500," ",.040," ",.006," ",.004," ",.041," ",.380," ",4.080," ",.130," ",1.430,0,-9,557.600,8.890,8.890,"w ","            ",1997-08-05
NH02,NQ4559SW,"1997-03-25 13:30","1997-04-01 14:10",199703,4.310,25.400," ",.080," ",.014," ",.010," ",.067," ",.270," ",1.960," ",.160," ",1.830,0,-9,2604.700,38.860,38.860,"w ","            ",1997-08-05
NH02,NQ4752SW,"1997-04-01 14:10","1997-04-08 12:45",199704,4.160,37.700," ",.150," ",.019," ",.026," ",.067," ",.440," ",2.830," ",.180," ",3.030,0,-9,709.000,9.650,9.650,"w ","            ",1997-08-05
NH02,NQ4937SW,"1997-04-08 12:45","1997-04-15 13:05",199704,4.480,16.300," ",.030," ",.006,<,.003," ",.018," ",.120," ",1.570," ",.060," ",.900,0,-9,690.400,10.410,10.410,"w ","            ",1997-12-04
NH02,NQ5169SW,"1997-04-15 13:05","1997-04-22 12:15",199704,4.850,6.800," ",.010,<,.003,<,.003," ",.017," ",.050," ",.290," ",.050," ",.550,0,-9,2077.300,31.500,31.500,"w ","            ",1997-12-04
NH02,NQ5345SW,"1997-04-22 12:15","1997-04-29 12:40",199704,4.790,9.300," ",.040," ",.005," ",.011," ",.019," ",.150," ",.570," ",.040," ",.910,0,-9,1146.800,17.780,17.780,"w ","            ",1997-12-04
NH02,NQ5555SW,"1997-04-29 12:40","1997-05-06 12:45",199705,4.280,29.900," ",.110," ",.026," ",.032," ",.129," ",.430," ",2.120," ",.190," ",2.670,0,-9,1514.300,22.610,22.610,"w ","            ",1997-12-04
NH02,NQ5745SW,"1997-05-06 12:45","1997-05-13 13:10",199705,4.230,29.200," ",.100," ",.027," ",.008," ",.102," ",.330," ",2.120," ",.150," ",2.390,0,-9,2204.600,-9.990,32.473,"w ","            ",1997-12-04
NH02,NQ5973SW,"1997-05-13 13:15","1997-05-20 12:20",199705,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,1753.900,27.690,27.690,"  ","u           ",1997-12-04
NH02,NQ6138SW,"1997-05-20 12:20","1997-05-27 12:50",199705,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,70.400,4.060,4.060,"  ","b           ",1997-12-04
NH02,NQ6343SW,"1997-05-27 12:50","1997-06-03 12:45",199705,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,287.100,4.830,4.830,"  ","u           ",1997-12-04
NH02,NQ6563SW,"1997-06-03 12:45","1997-06-10 12:30",199706,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,20.900,-7.000,.127,"t ","            ",1997-12-04
NH02,NQ6761SW,"1997-06-10 12:30","1997-06-17 12:40",199706,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,336.700,11.680,11.680,"  ","uc          ",1997-12-16
NH02,NQ6974SW,"1997-06-17 12:40","1997-06-24 12:45",199706,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,2978.700,44.450,44.450,"  ","uc          ",1997-12-16
NH02,NQ7155SW,"1997-06-24 12:45","1997-07-01 15:30",199706,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,<,-9.000,0,-9,.000,.000,.000,"d ","            ",1997-12-16
NH02,NQ7417SW,"1997-07-01 15:30","1997-07-08 11:55",199707,4.170,35.200," ",.070," ",.021," ",.026," ",.101," ",.280," ",1.900," ",.200," ",3.030,0,-9,3383.700,48.260,48.260,"w ","            ",1997-12-16
NH02,NQ7575SW,"1997-07-08 11:55","1997-07-15 20:00",199707,4.650,14.000," ",.030," ",.007," ",.024," ",.032," ",.360," ",.740," ",.050," ",1.610,0,-9,6663.300,98.040,98.040,"w ","            ",1998-01-14
NH02,NQ7810SW,"1997-07-15 20:00","1997-07-22 12:30",199707,4.710,10.800," ",.100," ",.015," ",.012," ",.021," ",.170," ",.920," ",.030," ",.790,0,-9,1282.800,19.810,19.810,"w ","            ",1998-01-14
NH02,NQ7935SW,"1997-07-22 12:30","1997-07-29 12:55",199707,4.090,44.300," ",.170," ",.022," ",.024," ",.115," ",.710," ",2.990," ",.170," ",4.190,0,-9,67.100,1.270,1.270,"w ","            ",1998-01-14
NH02,NQ8185SW,"1997-07-29 12:55","1997-08-05 12:55",199708,4.410,22.300," ",.170," ",.026," ",.025," ",.051," ",.310," ",1.630," ",.120," ",1.910,0,-9,235.100,4.320,4.320,"w ","            ",1998-01-14
NH02,NQ8338SW,"1997-08-05 12:55","1997-08-12 12:50",199708,4.410,20.000," ",.050," ",.011," ",.003," ",.037,<,.020," ",.950," ",.090," ",1.560,0,-9,201.700,3.560,3.560,"w ","            ",1998-01-14
NH02,NQ8581SW,"1997-08-12 12:55","1997-08-19 13:15",199708,4.010,49.100," ",.040," ",.010," ",.008," ",.054," ",.270," ",2.850," ",.150," ",3.670,0,-9,2664.800,38.860,38.860,"w ","            ",1998-02-20
NH02,NQ8753SW,"1997-08-19 13:15","1997-08-26 12:55",199708,4.970,5.700,<,.010," ",.003," ",.003," ",.019,<,.020," ",.360," ",.040," ",.280,0,-9,1392.800,21.340,21.340,"w ","            ",1998-02-20
NH02,NQ8964SW,"1997-08-26 12:55","1997-09-02 12:45",199708,4.100,39.900," ",.050," ",.008," ",.012," ",.019," ",.330," ",2.070," ",.100," ",3.480,0,-9,1779.400,26.670,26.670,"w ","            ",1998-02-20
NH02,NQ9212SW,"1997-09-02 12:50","1997-09-09 13:10",199709,4.540,15.100," ",.050," ",.008," ",.009," ",.031," ",.170," ",.870," ",.060," ",1.350,0,-9,624.600,10.160,10.160,"w ","            ",1998-02-20
NH02,NQ9446SW,"1997-09-09 13:10","1997-09-16 15:45",199709,4.540,14.000," ",.023," ",.012," ",.007," ",.082," ",.080," ",.600," ",.170," ",1.200,0,-9,1227.600,17.526,17.526,"w ","            ",1998-08-31
NH02,NQ9694SW,"1997-09-16 15:45","1997-09-23 12:25",199709,4.030,51.400," ",.108," ",.019," ",.027," ",.078," ",.370," ",3.460," ",.210," ",3.810,0,-9,798.100,12.700,12.700,"w ","            ",1998-08-31
NH02,NQ9880SW,"1997-09-23 12:25","1997-09-30 13:15",199709,4.600,11.900," ",.024," ",.005," ",.013," ",.026," ",.060," ",.770," ",.080," ",.810,0,-9,766.400,12.700,12.700,"w ","            ",1998-08-31
NH02,NR0088SW,"1997-09-30 13:15","1997-10-07 12:25",199710,4.060,45.100," ",.120," ",.020," ",.016," ",.065," ",.520," ",3.270," ",.220," ",3.550,0,-9,1193.000,18.288,18.288,"w ","            ",1998-08-31
NH02,NR0249SW,"1997-10-07 12:25","1997-10-14 12:35",199710,4.420,25.600," ",.188," ",.027," ",.045," ",.115," ",.570," ",2.290," ",.230," ",2.640,0,-9,42.600,.762,.762,"w ","            ",1998-08-31
NH02,NR0492SW,"1997-10-14 12:35","1997-10-21 12:40",199710,4.160,34.300," ",.040," ",.009," ",.009," ",.051," ",.290," ",2.830," ",.140," ",2.200,0,-9,161.200,2.794,2.794,"w ","            ",1998-08-31
NH02,NR0683SW,"1997-10-21 12:40","1997-10-28 13:50",199710,4.790,8.700," ",.029," ",.007," ",.009," ",.035," ",.060," ",.780," ",.070," ",.440,0,-9,733.200,-9.990,10.799,"w ","            ",1998-08-31
NH02,NR0915SW,"1997-10-28 13:50","1997-11-04 13:20",199711,4.770,8.900," ",.019," ",.010," ",.017," ",.096,<,.020," ",.480," ",.170," ",.530,0,-9,3655.500,55.372,55.372,"w ","            ",1998-08-31
NH02,NR1098SW,"1997-11-04 13:20","1997-11-10 20:20",199711,4.780,9.000," ",.013," ",.011," ",.010," ",.096," ",.050," ",.560," ",.190," ",.510,0,-9,2291.400,34.798,34.798,"w ","            ",1998-08-31
NH02,NR1316SW,"1997-11-10 20:20","1997-11-18 13:45",199711,-9.000,-9.000,<,-9.000,<,-9.000,<,-9.000," ",-9.000,<,-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,1265.900,21.844,21.844,"  ","u           ",1998-08-31
NH02,NR1516SW,"1997-11-18 13:45","1997-11-25 15:35",199711,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,827.300,13.970,13.970,"  ","u           ",1998-08-31
NH02,NR1696SW,"1997-11-25 15:35","1997-12-02 14:25",199711,4.240,30.200," ",.054," ",.008," ",.011," ",.052," ",.320," ",3.210," ",.120," ",1.530,0,-9,1836.700,29.464,29.464,"w ","            ",1998-08-31
NH02,NR1916SW,"1997-12-02 14:25","1997-12-09 13:20",199712,4.070,42.800," ",.023," ",.005," ",.012," ",.044," ",.200," ",4.390," ",.070," ",1.980,0,-9,192.400,3.810,3.810,"w ","            ",1998-08-31
NH02,NR2126SW,"1997-12-09 13:20","1997-12-16 14:00",199712,4.430,21.400," ",.037," ",.006," ",.006," ",.117," ",.410," ",2.230," ",.180," ",1.310,0,-9,125.300,3.048,3.048,"w ","            ",1998-08-31
NH02,NR2320SW,"1997-12-16 14:00","1997-12-23 13:20",199712,4.800,8.100," ",.019," ",.008," ",.005," ",.071,<,.020," ",.890," ",.130," ",.190,0,-9,161.900,2.286,2.286,"w ","            ",1998-08-31
NH02,NR2398SW,"1997-12-23 13:20","1997-12-29 21:15",199712,4.800,7.800," ",.024," ",.006," ",.003," ",.031,<,.020," ",.600," ",.070," ",.290,0,-9,2222.600,32.512,32.512,"w ","            ",1998-08-31
NH02,NR2728SW,"1997-12-29 21:15","1998-01-06 21:15",199801,4.340,22.300," ",.022," ",.012," ",.004," ",.108," ",.090," ",1.620," ",.230," ",1.330,0,-9,1724.000,27.686,27.686,"w ","            ",1998-08-31
NH02,NR2960SW,"1998-01-06 21:15","1998-01-13 13:45",199801,4.780,8.099," ",.017,<,.003,<,.003," ",.012,<,.020," ",.520," ",.029," ",.450,0,-9,5230.600,77.469,77.469,"w ","            ",1998-12-01
NH02,NR3146SW,"1998-01-13 13:55","1998-01-16 19:05",199801,4.500,16.100," ",.027," ",.007," ",.005," ",.067," ",.089," ",1.280," ",.160," ",.920,0,-9,1531.400,22.605,22.605,"w ","            ",1998-12-01
NH02,NR3139SW,"1998-01-16 19:05","1998-01-20 13:35",199801,4.620,12.100," ",.024," ",.014," ",.008," ",.117,<,.020," ",1.189," ",.289," ",.359,0,-9,216.599,5.080,5.080,"w ","            ",1998-12-01
NH02,NR3375SW,"1998-01-20 13:40","1998-01-27 15:05",199801,5.169,3.600," ",.017," ",.005," ",.006," ",.035,<,.020," ",.280," ",.070," ",.120,0,-9,1270.800,20.320,20.320,"w ","            ",1998-12-01
NH02,NR3556SW,"1998-01-27 15:05","1998-02-03 14:20",199801,4.059,41.399," ",.029," ",.006," ",.006," ",.090," ",.190," ",4.669," ",.289," ",1.230,0,-9,167.599,3.047,3.047,"w ","            ",1998-12-01
NH02,NR3795SW,"1998-02-03 14:25","1998-02-10 15:35",199802,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,-9.000,.000,.000,"d ","            ",1998-12-01
NH02,NR4007SW,"1998-02-10 15:35","1998-02-17 20:20",199802,4.509,14.400," ",.024," ",.005," ",.004," ",.025,<,.020," ",1.129," ",.050," ",.750,0,-9,1782.700,25.907,25.907,"w ","            ",1998-12-01
NH02,NR4213SW,"1998-02-17 20:25","1998-02-24 14:05",199802,5.089,4.700," ",.037," ",.005," ",.005," ",.021,<,.020," ",.239," ",.040," ",.320,0,-9,1162.000,16.763,16.763,"w ","            ",1998-12-01
NH02,NR4420SW,"1998-02-24 14:05","1998-03-03 15:40",199802,4.629,10.900," ",.020,<,.003," ",.003," ",.008," ",.029," ",.949," ",.029," ",.550,0,-9,1952.500,30.733,30.733,"w ","            ",1998-12-01
NH02,NR4597SW,"1998-03-03 15:40","1998-03-10 12:55",199803,4.540,13.600," ",.042," ",.010," ",.006," ",.036," ",.080," ",1.340," ",.089," ",.650,0,-9,2671.500,40.131,40.131,"w ","            ",1998-12-01
NH02,NR4839SW,"1998-03-10 13:05","1998-03-17 14:10",199803,4.280,27.300," ",.043," ",.027," ",.014," ",.195," ",.050," ",3.410," ",.469," ",.510,0,-9,720.399,12.191,12.191,"w ","            ",1998-12-01
NH02,NR5033SW,"1998-03-17 14:10","1998-03-24 18:35",199803,4.650,10.500," ",.031," ",.005,<,.003," ",.025,<,.020," ",.699," ",.040," ",.569,0,-9,2042.900,33.527,33.527,"w ","            ",1998-12-01
NH02,NR5241SW,"1998-03-24 18:35","1998-03-31 14:55",199803,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,23.300,.254,.254,"  ","c           ",2002-06-10
NH02,NR5449SW,"1998-03-31 14:55","1998-04-07 13:15",199804,4.379,21.199," ",.085," ",.010," ",.010," ",.043," ",.070," ",1.720," ",.110," ",1.260,0,-9,888.700,13.715,13.715,"w ","            ",1998-12-01
NH02,NR5604SW,"1998-04-07 13:15","1998-04-14 13:20",199804,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.100,.000,.000,"d ","            ",1999-05-01
NH02,NR5865SW,"1998-04-14 13:20","1998-04-21 11:40",199804,4.370,23.700," ",.106," ",.019," ",.025," ",.089," ",.340," ",1.750," ",.170," ",1.950,0,-9,2077.400,32.004,32.004,"w ","            ",1999-05-01
NH02,NR6047SW,"1998-04-21 11:40","1998-04-28 12:05",199804,4.610,16.400," ",.214," ",.034," ",.014," ",.046," ",.250," ",1.590," ",.110," ",1.450,0,-9,455.000,7.366,7.366,"w ","            ",1999-05-01
NH02,NR6270SW,"1998-04-28 12:05","1998-05-05 12:20",199805,4.110,47.000," ",.234," ",.073," ",.080," ",.341," ",.610," ",3.620," ",.640," ",3.960,0,-9,745.400,11.938,11.938,"w ","            ",1999-05-01
NH02,NR6512SW,"1998-05-05 12:20","1998-05-12 12:45",199805,5.050,5.800," ",.046," ",.017," ",.056," ",.091," ",.040," ",.410," ",.170," ",.350,0,-9,2950.200,41.656,41.656,"w ","            ",1999-05-01
NH02,NR6656SW,"1998-05-12 12:45","1998-05-19 15:25",199805,4.100,43.500," ",.207," ",.027," ",.026," ",.049," ",.620," ",2.500," ",.180," ",4.210,0,-9,369.700,5.080,5.080,"w ","            ",1999-05-01
NH02,NR6872SW,"1998-05-19 15:25","1998-05-26 12:25",199805,4.210,36.100," ",.392," ",.064," ",.169," ",.048," ",.340," ",1.660," ",.110," ",3.750,0,-9,81.900,1.270,1.270,"w ","            ",1999-05-01
NH02,NR7083SW,"1998-05-26 12:25","1998-06-02 12:40",199805,4.180,39.300," ",.216," ",.032," ",.091," ",.029," ",.700," ",2.560," ",.110," ",4.030,0,-9,1214.600,17.526,17.526,"w ","            ",1999-05-01
NH02,NR7331SW,"1998-06-02 12:40","1998-06-09 12:00",199806,4.480,18.000," ",.119," ",.018," ",.020," ",.017," ",.260," ",1.330," ",.060," ",1.500,0,-9,2109.900,30.226,30.226,"w ","            ",1999-05-01
NH02,NR7524SW,"1998-06-09 13:00","1998-06-16 11:50",199806,4.570,13.500," ",.113," ",.007," ",.005," ",.034," ",.120," ",.700," ",.070," ",1.070,0,-9,8849.600,122.428,122.428,"w ","            ",1999-05-01
NH02,NR7742SW,"1998-06-16 11:50","1998-06-23 12:10",199806,4.700,9.300," ",.022," ",.011," ",.046," ",.016,<,.020," ",.360," ",.050," ",.680,0,-9,2335.500,36.830,36.830,"w ","            ",1999-05-01
NH02,NR7899SW,"1998-06-23 12:10","1998-06-30 11:55",199806,4.700,11.300," ",.050," ",.008," ",.009," ",.013," ",.150," ",.880," ",.040," ",.830,0,-9,4532.200,67.056,67.056,"w ","            ",1999-05-01
NH02,NR8146SW,"1998-06-30 12:00","1998-07-07 12:40",199807,4.860,6.800," ",.011,<,.003," ",.005," ",.003," ",.050," ",.450,<,.030," ",.450,0,-9,3148.800,47.498,47.498,"w ","            ",1999-05-01
NH02,NR8330SW,"1998-07-07 12:40","1998-07-14 12:05",199807,5.170,3.900," ",.018," ",.003," ",.009," ",.004," ",.020," ",.260,<,.030," ",.170,0,-9,877.800,13.462,13.462,"w ","            ",1999-05-01
NH02,NR8545SW,"1998-07-14 12:10","1998-07-21 12:45",199807,4.110,41.300," ",.075," ",.014," ",.006," ",.009," ",.460," ",1.870," ",.080," ",3.940,0,-9,1898.100,29.464,29.464,"w ","            ",1999-05-01
NH02,NR8770SW,"1998-07-21 12:45","1998-07-28 12:45",199807,4.480,14.500," ",.046," ",.008," ",.008," ",.005," ",.140," ",.810," ",.030," ",1.190,0,-9,1448.200,21.082,21.082,"w ","            ",1999-05-01
NH02,NR8970SW,"1998-07-28 12:45","1998-08-04 13:25",199808,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,136.400,2.032,2.032,"  ","f           ",1999-05-01
NH02,NR9187SW,"1998-08-04 13:25","1998-08-11 17:50",199808,4.290,26.800," ",.044," ",.011," ",.013," ",.045," ",.140," ",1.410," ",.080," ",2.080,0,-9,-9.000,34.544,34.544,"w ","            ",1999-05-01
NH02,NR9389SW,"1998-08-11 17:50","1998-08-18 15:30",199808,4.900,6.900," ",.015," ",.004," ",.008," ",.003," ",.070," ",.460,<,.030," ",.420,0,-9,980.300,14.478,14.478,"w ","            ",1999-07-06
NH02,NR9589SW,"1998-08-18 15:30","1998-08-25 13:45",199808,4.270,30.000," ",.101," ",.018," ",.061," ",.012," ",.490," ",1.770," ",.060," ",2.860,0,-9,2002.900,30.988,30.988,"w ","            ",1999-07-06
NH02,NR9809SW,"1998-08-25 13:45","1998-09-01 14:20",199808,4.460,19.700," ",.049," ",.009," ",.006," ",.009," ",.240," ",1.190," ",.040," ",1.590,0,-9,988.400,14.732,14.732,"w ","            ",1999-07-06
NH02,NS0024SW,"1998-09-01 14:25","1998-09-08 13:35",199809,4.200,33.100," ",.104," ",.091," ",.136," ",.021," ",.250," ",2.330," ",.130," ",2.740,0,-9,999.500,14.986,14.986,"w ","            ",1999-07-06
NH02,NS0272SW,"1998-09-08 13:35","1998-09-15 13:00",199809,4.670,20.100," ",.509," ",.083," ",.024," ",.018," ",.610," ",2.400," ",.070," ",2.350,0,-9,418.000,6.604,6.604,"w ","            ",1999-07-06
NH02,NS0424SW,"1998-09-15 13:00","1998-09-22 15:00",199809,4.060,47.600," ",.129," ",.015," ",.015," ",.017," ",.680," ",2.050," ",.090," ",4.900,0,-9,2189.600,32.512,32.512,"w ","            ",1999-07-06
NH02,NS0637SW,"1998-09-22 15:00","1998-09-29 12:55",199809,4.320,28.900," ",.147," ",.024," ",.027," ",.024," ",.500," ",1.830," ",.060," ",2.940,0,-9,1131.800,17.018,17.018,"w ","            ",1999-07-06
NH02,NS0876SW,"1998-09-29 12:55","1998-10-06 14:50",199810,4.100,40.800," ",.113," ",.023," ",.062," ",.039," ",.460," ",3.560," ",.110," ",3.000,0,-9,572.400,8.636,8.636,"w ","            ",1999-07-06
NH02,NS1039SW,"1998-10-06 14:50","1998-10-13 13:05",199810,4.950,5.700," ",.013," ",.004," ",.009," ",.024,<,.020," ",.350," ",.040," ",.330,0,-9,2620.400,40.894,40.894,"w ","            ",1999-07-06
NH02,NS1248SW,"1998-10-13 13:10","1998-10-20 13:20",199810,4.310,23.900," ",.015," ",.006," ",.009," ",.032," ",.100," ",1.520," ",.100," ",1.640,0,-9,2859.400,43.942,43.942,"w ","            ",1999-07-06
NH02,NS1426SW,"1998-10-20 13:20","1998-10-27 13:25",199810,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,2.500,-7.000,.127,"t ","            ",1999-07-06
NH02,NS1644SW,"1998-10-27 13:25","1998-11-03 13:45",199810,4.030,48.400," ",.108," ",.018," ",.019," ",.076," ",.550," ",3.490," ",.200," ",3.920,0,-9,1019.600,16.510,16.510,"w ","            ",1999-07-06
NH02,NS1779SW,"1998-11-03 13:45","1998-11-10 13:05",199811,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,3.200,.254,.254,"  ","v           ",1999-07-06
NH02,NS2045SW,"1998-11-10 13:05","1998-11-17 20:55",199811,4.220,29.000," ",.026," ",.008," ",.009," ",.046," ",.330," ",2.580," ",.150," ",1.780,0,-9,3452.000,52.324,52.324,"w ","            ",1999-07-06
NH02,NS2264SW,"1998-11-17 20:55","1998-11-24 13:15",199811,3.870,66.600," ",.067," ",.014," ",.019," ",.076," ",.460," ",5.810," ",.330," ",3.750,0,-9,527.800,7.874,7.874,"w ","            ",1999-07-06
NH02,NS2495SW,"1998-11-24 13:15","1998-12-01 14:15",199811,4.850,7.200," ",.012," ",.005," ",.005," ",.034," ",.040," ",.500," ",.070," ",.410,0,-9,2840.800,43.180,43.180,"w ","            ",1999-07-06
NH02,NS2719SW,"1998-12-01 14:15","1998-12-08 14:50",199812,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,242.100,3.302,3.302,"  ","c           ",1999-07-06
NH02,NS2880SW,"1998-12-08 14:50","1998-12-15 14:55",199812,4.500,16.900," ",.032," ",.006," ",.007," ",.029," ",.110," ",1.520," ",.060," ",1.010,0,-9,442.700,6.350,6.350,"w ","            ",1999-07-06
NH02,NS3123SW,"1998-12-15 14:55","1998-12-21 19:15",199812,4.210,29.200," ",.049," ",.010," ",.013," ",.063," ",.260," ",3.710," ",.180," ",1.010,0,-9,878.500,13.462,13.462,"w ","            ",1999-07-06
NH02,NS3291SW,"1998-12-21 19:20","1998-12-29 13:40",199812,4.310,22.400," ",.011," ",.006," ",.012," ",.030," ",.120," ",1.520," ",.120," ",1.550,0,-9,1490.700,22.860,22.860,"w ","            ",1999-07-06
NH02,NS3477SW,"1998-12-29 13:40","1999-01-05 15:35",199901,4.940,5.700," ",.011," ",.005," ",.004," ",.045,<,.020," ",.410," ",.110," ",.220,0,-9,1581.300,23.876,23.876,"w ","            ",1999-09-01
NH02,NS3843SW,"1999-01-05 15:35","1999-01-12 17:30",199901,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,2698.400,38.354,38.354,"  ","u           ",2000-03-01
